age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
32,,,socially,sometimes,,white,70,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),seeing someone,stem
34,average,mostly anything,rarely,never,graduated from college/university,white,64,1000000,"menlo park, california",,straight,likes dogs and has cats,other and laughing about it,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single,student
28,average,,socially,never,graduated from college/university,white,70,,"san francisco, california",,straight,,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,when drinking,"english, spanish (poorly), c++ (fluently), lisp (okay)",single,stem
29,athletic,strictly anything,socially,never,graduated from masters program,,72,,"san francisco, california",,straight,likes dogs,judaism and laughing about it,m,gemini,no,"english (fluently), spanish (poorly)",single,stem
28,thin,,socially,sometimes,graduated from ph.d program,white,73,20000,"berkeley, california",,straight,has cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",available,stem
36,fit,mostly vegan,socially,never,graduated from college/university,asian,63,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,f,,no,english (fluently),single,non_stem
28,fit,,socially,sometimes,graduated from college/university,white,73,,"san francisco, california",,straight,,atheism but not too serious about it,m,,no,english,single,stem
45,athletic,mostly anything,socially,never,graduated from masters program,white,74,100000,"palo alto, california",has kids,straight,has dogs,christianity,m,gemini,no,"english (fluently), georgian (fluently), russian (fluently), italian (okay)",single,non_stem
39,fit,anything,socially,never,graduated from law school,pacific islander,65,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), tagalog (poorly)",single,non_stem
32,fit,,socially,never,graduated from masters program,asian,64,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,,buddhism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single,non_stem
33,average,strictly vegetarian,socially,sometimes,graduated from college/university,other,66,50000,"mountain view, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,f,pisces,no,"english (fluently), spanish (okay)",single,non_stem
32,thin,,socially,never,graduated from college/university,white,63,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,,catholicism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), portuguese (fluently)",single,non_stem
28,curvy,mostly vegetarian,socially,,graduated from college/university,white,59,,"san francisco, california",wants kids,bisexual,likes dogs and dislikes cats,agnosticism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
38,fit,mostly anything,socially,never,graduated from college/university,white,67,,"oakland, california",,bisexual,likes dogs and likes cats,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), czech (poorly)",single,non_stem
27,thin,,socially,,graduated from college/university,white,66,,"san francisco, california",,gay,has dogs,,f,gemini but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single,non_stem
20,overweight,mostly anything,socially,never,working on college/university,"asian, hispanic / latin",68,20000,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism and very serious about it,m,,sometimes,"english (fluently), spanish (okay), tagalog (poorly)",single,student
34,athletic,strictly anything,,,graduated from masters program,white,69,,"san francisco, california",,straight,has dogs and likes cats,atheism,m,leo,,"english (fluently), german (okay), swedish (poorly)",single,stem
37,,other,,,graduated from college/university,white,71,,"novato, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism,m,aries,,"english (fluently), japanese (poorly)",single,stem
34,average,mostly other,socially,,graduated from college/university,white,64,,"vallejo, california","has kids, but doesn&rsquo;t want more",straight,likes dogs and has cats,hinduism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single,non_stem
32,fit,anything,often,,graduated from college/university,"asian, pacific islander",66,,"san francisco, california",,straight,likes dogs,catholicism and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,stem
23,average,mostly vegetarian,socially,never,graduated from college/university,"asian, pacific islander",59,60000,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs,atheism,f,,no,"english, sign language (poorly)",single,stem
30,average,mostly vegetarian,socially,never,graduated from college/university,white,74,60000,"burlingame, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), german (fluently)",single,non_stem
30,athletic,strictly anything,not at all,never,graduated from college/university,white,80,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hawaiian (poorly)",single,stem
45,average,mostly anything,socially,never,college/university,asian,65,,"daly city, california",has a kid,straight,,christianity,m,scorpio but it doesn&rsquo;t matter,no,"english (okay), tagalog (fluently)",single,stem
37,athletic,,socially,never,graduated from masters program,white,61,,"new york, new york","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,,f,cancer but it doesn&rsquo;t matter,no,"english, french",single,non_stem
29,average,anything,socially,never,graduated from masters program,,71,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism,m,,no,english,single,stem
26,thin,mostly anything,socially,never,graduated from masters program,white,64,,"oakland, california","doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and likes cats,agnosticism and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), italian (poorly)",single,non_stem
30,athletic,mostly anything,socially,sometimes,,"hispanic / latin, white, other",72,,"san leandro, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,m,aquarius and it&rsquo;s fun to think about,sometimes,english,single,non_stem
33,athletic,mostly anything,socially,never,graduated from college/university,white,74,100000,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,,catholicism,m,sagittarius,no,english,single,non_stem
35,,,socially,sometimes,,white,63,,"san francisco, california",,bisexual,has dogs,,f,virgo,sometimes,"english (fluently), german (okay)",single,stem
50,average,anything,socially,never,working on masters program,"white, other",65,,"san francisco, california","has a kid, but doesn&rsquo;t want more",straight,,agnosticism,f,scorpio,no,"english (fluently), arabic (poorly), spanish (poorly)",single,student
34,average,,socially,never,,white,64,,"belmont, california",,straight,likes dogs and likes cats,christianity but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,single,non_stem
30,,,socially,never,graduated from masters program,asian,68,,"san leandro, california",,straight,,,m,scorpio,no,english,single,non_stem
33,average,mostly anything,socially,never,graduated from masters program,asian,70,,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs,,m,leo but it doesn&rsquo;t matter,,"english, chinese",single,non_stem
34,average,,often,never,graduated from space camp,white,69,,"san francisco, california",,straight,likes dogs and has cats,,f,sagittarius and it&rsquo;s fun to think about,sometimes,english,single,non_stem
22,thin,,socially,sometimes,working on college/university,white,65,,"berkeley, california",,straight,likes cats,atheism and somewhat serious about it,f,capricorn,trying to quit,english (fluently),single,non_stem
32,average,,socially,never,graduated from college/university,white,70,,"san francisco, california",,gay,likes dogs,agnosticism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,english,seeing someone,non_stem
36,athletic,strictly anything,socially,,,"asian, black, pacific islander, hispanic / latin",73,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,buddhism but not too serious about it,m,cancer and it&rsquo;s fun to think about,trying to quit,english,single,non_stem
25,athletic,anything,socially,never,college/university,white,74,60000,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,,m,libra but it doesn&rsquo;t matter,no,english,single,non_stem
32,average,strictly vegetarian,,never,working on ph.d program,white,72,,"menlo park, california",doesn&rsquo;t have kids,straight,,atheism and laughing about it,m,aries but it doesn&rsquo;t matter,,english,single,non_stem
33,athletic,,often,never,graduated from college/university,white,73,,"san francisco, california",,straight,likes dogs,catholicism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,english,single,non_stem
