What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,Census_Region
Midwest,A lot,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,60194,East North Central
The South,Some,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Female,> 60,"$100,000 - $149,999",Some college,39443,East South Central
United States of America,Some,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Female,18-29,"$150,000+",High school degree,46809,East North Central
Small town,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,29301,South Atlantic
Southern US,Not at all,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,37203,East South Central
southern,Not at all,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,28504,South Atlantic
MidAtlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,20770,South Atlantic
Midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,55024,West North Central
midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,43202,East North Central
Midwest,Some,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Some college,42352,East South Central
Southwest,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Female,> 60,"$150,000+",Associate or bachelor degree,87120,Mountain
Paradise,Not at all,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",High school degree,32810,South Atlantic
Pacific northwest,Not much,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Female,> 60,"$100,000 - $149,999",High school degree,98031,Pacific
south,Not at all,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
south,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,28227,South Atlantic
Northeast,Not at all,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,18235,Middle Atlantic
northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Some college,19149,Middle Atlantic
South central,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$100,000 - $149,999",Some college,40241,East South Central
United States,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,30188,South Atlantic
east coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",High school degree,8865,Middle Atlantic
east north central,Some,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,49024,East North Central
Northeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,15234,Middle Atlantic
Pacific Northwest.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,18-29,"$50,000 - $99,999",High school degree,97301,Pacific
WESTERN REGION,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,90034,Pacific
WESTERN USA,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
Midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,48170,East North Central
midwest...northern midwest...i live in northern michigan,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Female,18-29,"$0 - $24,999",Some college,48703,East North Central
Bay Area,A lot,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Some college,94544,Pacific
hawaii,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Graduate degree,96814,Pacific
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,63123,East North Central
south,Not at all,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",High school degree,71049,West South Central
average,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",High school degree,15469,Middle Atlantic
South East,Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,32835,South Atlantic
Southern California,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,92107,Pacific
central,A lot,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,
San Francisco Bay Area,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$150,000+",Graduate degree,94129,Pacific
the Southwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,92345,Pacific
CA,Some,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,96161,Pacific
California,Not at all,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Some college,94531,Pacific
Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Female,18-29,"$150,000+",Some college,97211,Pacific
WESTERN USA,Some,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,,,,,,
midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,18-29,"$150,000+",High school degree,45233,East North Central
Northern California,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
mid-atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,
Pacific Coast  South West United States,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,91040,Pacific
mid-atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,> 60,"$0 - $24,999",Associate or bachelor degree,22303,South Atlantic
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,53534,East North Central
Sunny California,Not at all,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,92009,Pacific
"a suburban area of Chicago, definetely in the midwest",A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,60435,East North Central
Texas,Not at all,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,78749,West South Central
northwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,97006,Pacific
The west,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,94550,Pacific
Pacific Northwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,98101,Pacific
snooty,Not much,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,55902,
Midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,
snooty and unfriendly,Some,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,55902,West North Central
Midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",High school degree,53142,East North Central
South Cental,Some,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,> 60,"$25,000 - $49,999",Some college,77099,West South Central
Northern California,Not at all,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,94609,Pacific
California foothills,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,95634,Pacific
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,3102,New England
A decent place to live in.,Not much,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,60629,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,18-29,"$25,000 - $49,999",Some college,45044,East North Central
Eastern Pacific Northwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,59801,Mountain
Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Female,45-60,"$150,000+",Some college,98290,Pacific
northeast,A lot,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",High school degree,45693,East North Central
southeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Male,> 60,"$25,000 - $49,999",Some college,33134,South Atlantic
texas,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,,,,,,
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Some college,7731,Middle Atlantic
The West Coast,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,94613,Pacific
great,Not at all,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,60429,East North Central
Southern California,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,,,,,92083,
New England,Not at all,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Female,18-29,"$50,000 - $99,999",Some college,2721,New England
West coast,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,91702,Pacific
West,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,95610,Pacific
Great Plains,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Female,45-60,"$0 - $24,999",Some college,66512,West North Central
Southern California,Not at all,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Female,> 60,"$25,000 - $49,999",Some college,92083,Pacific
Southeastern,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$150,000+",Some college,31201,South Atlantic
Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",Associate or bachelor degree,53233,East North Central
The south.,Not at all,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",Some college,72202,West South Central
South,Not at all,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Female,18-29,"$25,000 - $49,999",Some college,29620,South Atlantic
West,Some,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,,,,,,
South US,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,37072,East South Central
Pacific Northwest,Not much,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
South,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,32712,South Atlantic
Southwest,Not much,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Female,45-60,,Associate or bachelor degree,80236,Mountain
Pacific Coast,Not at all,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,92706,Pacific
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,49301,East North Central
Central US,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,68130,West North Central
Central US,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,
The South. Texas,Not at all,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Some college,78722,West South Central
west coast,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$0 - $24,999",Graduate degree,97321,Pacific
West coast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,93401,Pacific
Ca,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Graduate degree,98656,Pacific
Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,98648,Pacific
South eastern,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,> 60,"$25,000 - $49,999",High school degree,29061,South Atlantic
"East coast with a mix of country side, suburban neighborhoods, and cities.  All of this can be found within a two hour radius of where I live.",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",High school degree,18040,Middle Atlantic
Southwest,Not much,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",High school degree,8739,Middle Atlantic
Southeast,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Female,45-60,,Graduate degree,32617,South Atlantic
Midwest,A lot,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Some college,46528,East North Central
Southeast Colorado,Some,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,45-60,"$150,000+",Some college,81050,Mountain
East coast,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Some college,7727,Middle Atlantic
Southeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,
MidWest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
Northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,11374,Middle Atlantic
Northeast,Not at all,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,2127,New England
small quaint town,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Female,> 60,"$150,000+",High school degree,60098,East North Central
Southwest,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,773454,West South Central
Hype Park,Not at all,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,60637,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,63038,West North Central
Midwest,A lot,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,67530,West North Central
East Coast,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,30-44,"$150,000+",Graduate degree,21128,South Atlantic
midwest,A lot,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,55123,West North Central
Very rural and peaceful,Not much,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,75686,West South Central
midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,66801,West North Central
Southeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Graduate degree,33487,Middle Atlantic
Southeast,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,32608,South Atlantic
East central USA,Some,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Female,18-29,"$0 - $24,999",Some college,42303,East South Central
midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,50315,West North Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,55406,West North Central
Middle east,Not much,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Female,30-44,"$150,000+",Associate or bachelor degree,40220,East South Central
Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,30067,South Atlantic
Southern Illinois/Midwest,A lot,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,62002,East North Central
cold,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,2125,New England
"a state, Colorado",A lot,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Some college,60558,East North Central
Northwest,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,95501,Pacific
Midwest. The Heartland,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,66062,
middle atlantic state,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,15226,Middle Atlantic
"Midwest, great lakes",A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,49111,East North Central
Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,60516,East North Central
Northern Mid West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,54534,East North Central
southwest,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,73034,West South Central
Hawaii :),Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,,,,,,
the mid-west,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,68502,West North Central
Midwest. The Heartland.,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,66062,West North Central
Texas,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,77073,West South Central
Sleepless,Not at all,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,,,,
midwest,Some,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,66111,West North Central
